id,name,wikipedia_url,occupation,birth_year,birth_month,birth_day,birth_hour,birth_minute,birth_location,unknown_time,sun_sign_sidereal,sun_sign_tropical,moon_sign_sidereal,moon_sign_tropical,life_path_number,day_number,chinese_zodiac_animal,page_views,created_at,updated_at,has_chart_data_json,has_planetary_placements_json,has_top_aspects_json
3203,Kurt Raab,https://en.wikipedia.org/wiki/Kurt_Raab,actors,1941,7,20,,,Kašperské Hory,True,Cancer,Cancer,Taurus,Gemini,6,2,Snake,10905,2025-12-10 21:06:42,2025-12-10 23:07:01,Yes,No,No
3204,Paul Verhoeven,https://en.wikipedia.org/wiki/Paul_Verhoeven,actors,1901,6,23,,,Unna,True,Gemini,Cancer,Virgo,Virgo,22/4,5,Ox,546353,2025-12-10 21:06:42,2025-12-10 23:07:01,Yes,No,No
3205,Rex Gildo,https://en.wikipedia.org/wiki/Rex_Gildo,actors,1936,7,2,,,Straubing,True,Gemini,Cancer,Scorpio,Sagittarius,1,2,Rat,11562,2025-12-10 21:06:57,2025-12-10 23:07:01,Yes,No,No
3206,Siegfried Lowitz,https://en.wikipedia.org/wiki/Siegfried_Lowitz,actors,1914,9,22,,,Berlin,True,Virgo,Virgo,Virgo,Scorpio,1,4,Tiger,6895,2025-12-10 21:06:57,2025-12-10 23:07:01,Yes,No,No
3207,Ernst Jacobi,https://en.wikipedia.org/wiki/Ernst_Jacobi,actors,1933,7,11,,,Berlin,True,Gemini,Cancer,Aquarius,Pisces,7,2,Rooster,2882,2025-12-10 21:06:57,2025-12-10 23:07:01,Yes,No,No
3208,Wolfgang Langhoff,https://en.wikipedia.org/wiki/Wolfgang_Langhoff,actors,1901,10,6,,,Berlin,True,Virgo,Libra,Cancer,Leo,9,6,Ox,2942,2025-12-10 21:06:57,2025-12-10 23:07:01,Yes,No,No
3209,Marisa Coughlan,https://en.wikipedia.org/wiki/Marisa_Coughlan,actors,1974,3,17,,,Minneapolis,True,Pisces,Pisces,Sagittarius,Capricorn,5,8,Tiger,118560,2025-12-10 21:06:57,2025-12-10 23:07:01,Yes,No,No
3210,Enrique Gil,https://en.wikipedia.org/wiki/Enrique_Gil,actors,1992,12,24,,,Cebu City,True,Sagittarius,Capricorn,Sagittarius,Capricorn,3,6,Monkey,220819,2025-12-10 21:06:57,2025-12-10 23:07:01,Yes,No,No
3211,G. D. Spradlin,https://en.wikipedia.org/wiki/G._D._Spradlin,actors,1920,8,31,,,Pauls Valley,True,Leo,Virgo,Pisces,Aries,6,4,Monkey,112900,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3212,Zhao Benshan,https://en.wikipedia.org/wiki/Zhao_Benshan,actors,1957,10,2,,,Tieling,True,Virgo,Libra,Sagittarius,Capricorn,7,2,Rooster,12434,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3213,Paul Otto,https://en.wikipedia.org/wiki/Paul_Otto,actors,1878,2,8,,,Berlin,True,Capricorn,Aquarius,Pisces,Aries,7,8,Tiger,1557,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3214,Danni Ashe,https://en.wikipedia.org/wiki/Danni_Ashe,actors,1968,1,16,,,Beaufort,True,Sagittarius,Capricorn,Cancer,Leo,5,7,Goat,136360,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3215,Ivan Desny,https://en.wikipedia.org/wiki/Ivan_Desny,actors,1922,12,28,,,Beijing,True,Sagittarius,Capricorn,Aries,Taurus,9,1,Dog,10829,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3216,Ethel Grey Terry,https://en.wikipedia.org/wiki/Ethel_Grey_Terry,actors,1882,10,2,,,Oakland,True,Virgo,Libra,Taurus,Gemini,22/4,2,Horse,2657,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3217,Gloria Dickson,https://en.wikipedia.org/wiki/Gloria_Dickson,actors,1917,8,13,,,Pocatello,True,Leo,Leo,Gemini,Cancer,3,4,Snake,19240,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3218,Lyndsey Marshal,https://en.wikipedia.org/wiki/Lyndsey_Marshal,actors,1978,6,16,,,Manchester,True,Taurus,Gemini,Virgo,Libra,11/2,7,Horse,115968,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3219,Nikolai Simonov,https://en.wikipedia.org/wiki/Nikolai_Simonov,actors,1901,12,4,,,Samara,True,Scorpio,Sagittarius,Virgo,Virgo,9,4,Ox,290,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3220,Hark Bohm,https://en.wikipedia.org/wiki/Hark_Bohm,actors,1939,5,18,,,Othmarschen,True,Taurus,Taurus,Aries,Taurus,9,9,Rabbit,17043,2025-12-10 21:06:57,2025-12-10 23:07:04,Yes,No,No
3221,Rudolf Schündler,https://en.wikipedia.org/wiki/Rudolf_Schündler,actors,1906,4,17,,,Leipzig,True,Pisces,Aries,Capricorn,Aquarius,1,8,Horse,7627,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3222,Valerie Niehaus,https://en.wikipedia.org/wiki/Valerie_Niehaus,actors,1974,10,11,,,Emsdetten,True,Virgo,Libra,Leo,Leo,6,2,Tiger,5898,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3223,Erich Ponto,https://en.wikipedia.org/wiki/Erich_Ponto,actors,1884,12,14,,,Lübeck,True,Ophiuchus,Sagittarius,Libra,Scorpio,11/2,5,Monkey,5632,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3224,Felix Bressart,https://en.wikipedia.org/wiki/Felix_Bressart,actors,1895,3,2,,,Chernyshevskoye,True,Aquarius,Pisces,Aries,Taurus,1,2,Goat,26361,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3225,Jutta Lampe,https://en.wikipedia.org/wiki/Jutta_Lampe,actors,1937,12,13,,,Flensburg,True,Ophiuchus,Sagittarius,Pisces,Aries,9,4,Ox,1617,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3226,Camilla Spira,https://en.wikipedia.org/wiki/Camilla_Spira,actors,1906,3,1,,,Hamburg,True,Aquarius,Pisces,Aries,Taurus,2,1,Horse,2338,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3227,Fritz Kampers,https://en.wikipedia.org/wiki/Fritz_Kampers,actors,1891,7,14,,,Munich,True,Gemini,Cancer,Virgo,Libra,4,5,Rabbit,1476,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3228,Nina Bott,https://en.wikipedia.org/wiki/Nina_Bott,actors,1978,1,1,,,Hamburg,True,Sagittarius,Capricorn,Virgo,Virgo,9,1,Snake,4565,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3229,Christa Williams,https://en.wikipedia.org/wiki/Christa_Williams,actors,1926,2,5,,,Königsberg,True,Capricorn,Aquarius,Virgo,Scorpio,7,5,Tiger,1331,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3230,Friedrich von Ledebur,https://en.wikipedia.org/wiki/Friedrich_von_Ledebur,actors,1900,6,3,,,Nisko,True,Taurus,Gemini,Leo,Leo,1,3,Rat,18873,2025-12-10 21:06:57,2025-12-10 23:07:07,Yes,No,No
3231,Janina Uhse,https://en.wikipedia.org/wiki/Janina_Uhse,actors,1989,10,2,,,Husum,True,Virgo,Libra,Virgo,Scorpio,3,2,Snake,7730,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3232,Roland Kickinger,https://en.wikipedia.org/wiki/Roland_Kickinger,actors,1968,3,30,,,Vienna,True,Pisces,Aries,Pisces,Aries,3,3,Monkey,31066,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3233,Fritz Hochwälder,https://en.wikipedia.org/wiki/Fritz_Hochwälder,actors,1911,5,28,,,Vienna,True,Taurus,Gemini,Taurus,Gemini,9,1,Pig,824,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3234,Dieter Pfaff,https://en.wikipedia.org/wiki/Dieter_Pfaff,actors,1947,10,2,,,Dortmund,True,Virgo,Libra,Aries,Taurus,6,2,Pig,2415,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3235,Blandine Ebinger,https://en.wikipedia.org/wiki/Blandine_Ebinger,actors,1899,11,4,,,Berlin,True,Libra,Scorpio,Libra,Scorpio,33/6,4,Pig,4727,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3236,John Gottowt,https://en.wikipedia.org/wiki/John_Gottowt,actors,1881,6,15,,,Lviv,True,Taurus,Gemini,Capricorn,Aquarius,3,6,Snake,16376,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3237,Otto Schenk,https://en.wikipedia.org/wiki/Otto_Schenk,actors,1930,6,12,,,Vienna,True,Taurus,Gemini,Sagittarius,Capricorn,22/4,3,Horse,40500,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3238,Hansi Burg,https://en.wikipedia.org/wiki/Hansi_Burg,actors,1898,2,12,,,Vienna,True,Capricorn,Aquarius,Virgo,Scorpio,4,3,Dog,4214,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3239,Pamela Des Barres,https://en.wikipedia.org/wiki/Pamela_Des_Barres,actors,1948,9,9,,,Reseda,True,Leo,Virgo,Scorpio,Sagittarius,4,9,Rat,193180,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3240,Vanessa Branch,https://en.wikipedia.org/wiki/Vanessa_Branch,actors,1973,3,21,,,London,True,Pisces,Aries,Virgo,Scorpio,8,3,Ox,37503,2025-12-10 21:06:57,2025-12-10 23:07:10,Yes,No,No
3241,Wolfgang Völz,https://en.wikipedia.org/wiki/Wolfgang_Völz,actors,1930,8,16,,,Gdańsk,True,Leo,Leo,Aries,Taurus,1,7,Horse,4310,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3242,Frank Zander,https://en.wikipedia.org/wiki/Frank_Zander,actors,1942,2,4,,,Berlin,True,Capricorn,Aquarius,Virgo,Virgo,22/4,4,Horse,3698,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3243,Robert J. Wilke,https://en.wikipedia.org/wiki/Robert_J._Wilke,actors,1914,5,18,,,Cincinnati,True,Taurus,Taurus,Aquarius,Pisces,11/2,9,Tiger,66190,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3244,N. Santhanam,https://en.wikipedia.org/wiki/N._Santhanam,actors,1980,1,21,,,Polichalur,True,Capricorn,Aquarius,Pisces,Pisces,22/4,3,Goat,13137,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3245,Johannes Brandrup,https://en.wikipedia.org/wiki/Johannes_Brandrup,actors,1967,1,7,,,Frankfurt,True,Sagittarius,Capricorn,Scorpio,Sagittarius,4,7,Horse,8292,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3246,Kim Yoon-ji,https://en.wikipedia.org/wiki/Kim_Yoon-ji,actors,1988,9,6,,,Seoul,True,Leo,Virgo,Gemini,Cancer,5,6,Dragon,47762,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3247,Don Shanks,https://en.wikipedia.org/wiki/Don_Shanks,actors,1950,2,26,,,Macoupin County,True,Aquarius,Pisces,Taurus,Gemini,7,8,Tiger,277,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3248,Matthias Freihof,https://en.wikipedia.org/wiki/Matthias_Freihof,actors,1961,11,25,,,Plauen,True,Scorpio,Sagittarius,Gemini,Cancer,8,7,Ox,7305,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3249,Shanta Meena Bhaskar,https://en.wikipedia.org/wiki/Shanta_Meena_Bhaskar,actors,1971,4,21,,,Chennai,True,Pisces,Taurus,Aquarius,Pisces,7,3,Pig,0,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3250,Rolf Kanies,https://en.wikipedia.org/wiki/Rolf_Kanies,actors,1957,12,21,,,Bielefeld,True,Sagittarius,Sagittarius,Sagittarius,Capricorn,1,3,Rooster,13675,2025-12-10 21:06:57,2025-12-10 23:07:13,Yes,No,No
3251,Paul Esser,https://en.wikipedia.org/wiki/Paul_Esser,actors,1913,4,24,,,Kapellen an der Fleuth,True,Aries,Taurus,Ophiuchus,Sagittarius,6,6,Ox,2346,2025-12-10 21:06:57,2025-12-10 23:07:16,Yes,No,No
3252,Klaus Löwitsch,https://en.wikipedia.org/wiki/Klaus_Löwitsch,actors,1936,4,8,,,Berlin,True,Pisces,Aries,Virgo,Scorpio,4,8,Rat,14916,2025-12-10 21:06:57,2025-12-10 23:07:16,Yes,No,No
3253,Zachary Abel,https://en.wikipedia.org/wiki/Zachary_Abel,actors,1980,9,4,,,Middletown,True,Leo,Virgo,Gemini,Cancer,4,4,Monkey,56232,2025-12-10 21:06:57,2025-12-10 23:07:16,Yes,No,No
3254,Paul Müller,https://en.wikipedia.org/wiki/Paul_Müller,actors,1923,3,11,,,Neuchâtel,True,Pisces,Pisces,Sagittarius,Capricorn,2,2,Pig,5711,2025-12-10 21:06:57,2025-12-10 23:07:16,Yes,No,No
3255,Caitlyn Taylor Love,https://en.wikipedia.org/wiki/Caitlyn_Taylor_Love,actors,1994,6,16,,,Corpus Christi,True,Taurus,Gemini,Leo,Virgo,9,7,Dog,19113,2025-12-10 21:07:09,2025-12-10 23:07:16,Yes,No,No
3256,Allan Lane,https://en.wikipedia.org/wiki/Allan_Lane,actors,1909,9,22,,,Mishawaka,True,Virgo,Virgo,Ophiuchus,Sagittarius,5,4,Rooster,36146,2025-12-10 21:07:09,2025-12-10 23:07:16,Yes,No,No
3257,Rosa Valetti,https://en.wikipedia.org/wiki/Rosa_Valetti,actors,1876,1,25,,,Berlin,True,Capricorn,Aquarius,Sagittarius,Capricorn,3,7,Pig,3384,2025-12-10 21:07:09,2025-12-10 23:07:16,Yes,No,No
3258,David Call,https://en.wikipedia.org/wiki/David_Call,actors,1982,8,14,,,Issaquah,True,Leo,Leo,Taurus,Gemini,33/6,5,Dog,26329,2025-12-10 21:07:09,2025-12-10 23:07:16,Yes,No,No
3259,Maria Bard,https://en.wikipedia.org/wiki/Maria_Bard,actors,1900,7,7,,,Schwerin,True,Gemini,Cancer,Libra,Scorpio,6,7,Rat,3142,2025-12-10 21:07:09,2025-12-10 23:07:16,Yes,No,No
3260,Jacob Matschenz,https://en.wikipedia.org/wiki/Jacob_Matschenz,actors,1984,1,8,,,Berlin,True,Sagittarius,Capricorn,Aquarius,Pisces,4,8,Pig,4235,2025-12-10 21:07:09,2025-12-10 23:07:16,Yes,No,No
3261,Hans Brausewetter,https://en.wikipedia.org/wiki/Hans_Brausewetter,actors,1899,5,27,,,Málaga,True,Taurus,Gemini,Sagittarius,Capricorn,5,9,Pig,1716,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3262,Thomas Jahn,https://en.wikipedia.org/wiki/Thomas_Jahn,actors,1965,7,9,,,Hückelhoven,True,Gemini,Cancer,Libra,Sagittarius,1,9,Snake,1630,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3263,Maria Perschy,https://en.wikipedia.org/wiki/Maria_Perschy,actors,1938,9,23,,,Eisenstadt,True,Virgo,Virgo,Virgo,Virgo,8,5,Tiger,20452,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3264,Hilde Güden,https://en.wikipedia.org/wiki/Hilde_Güden,actors,1917,9,15,,,Vienna,True,Virgo,Virgo,Leo,Virgo,33/6,6,Snake,2658,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3265,Helga Liné,https://en.wikipedia.org/wiki/Helga_Liné,actors,1931,7,14,,,Berlin,True,Gemini,Cancer,Gemini,Cancer,8,5,Goat,12966,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3266,Roxane Duran,https://en.wikipedia.org/wiki/Roxane_Duran,actors,1993,1,27,,,Paris,True,Capricorn,Aquarius,Pisces,Pisces,5,9,Monkey,87512,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3267,Olga Engl,https://en.wikipedia.org/wiki/Olga_Engl,actors,1871,5,30,,,Prague,True,Taurus,Gemini,Virgo,Libra,7,3,Goat,1272,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3268,Wolfgang Kieling,https://en.wikipedia.org/wiki/Wolfgang_Kieling,actors,1924,3,16,,,Neukölln,True,Pisces,Pisces,Cancer,Cancer,8,7,Rat,6938,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3269,Naroa Agirre,https://en.wikipedia.org/wiki/Naroa_Agirre,actors,1979,5,15,,,San Sebastián,True,Taurus,Taurus,Sagittarius,Capricorn,1,6,Goat,491,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3270,Ingrid Steeger,https://en.wikipedia.org/wiki/Ingrid_Steeger,actors,1947,4,1,,,Berlin,True,Pisces,Aries,Leo,Leo,8,1,Pig,7726,2025-12-10 21:07:09,2025-12-10 23:07:19,Yes,No,No
3271,Andreas Wisniewski,https://en.wikipedia.org/wiki/Andreas_Wisniewski,actors,1959,7,3,,,Berlin,True,Gemini,Cancer,Taurus,Gemini,7,3,Pig,79611,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3272,Jaro Fürth,https://en.wikipedia.org/wiki/Jaro_Fürth,actors,1871,4,21,,,Prague,True,Aries,Taurus,Taurus,Taurus,6,3,Goat,734,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3273,Reginald Le Borg,https://en.wikipedia.org/wiki/Reginald_Le_Borg,actors,1902,12,11,,,Vienna,True,Ophiuchus,Sagittarius,Pisces,Aries,8,2,Tiger,2441,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3274,Roderich Benedix,https://en.wikipedia.org/wiki/Roderich_Benedix,actors,1811,1,21,,,Leipzig,True,Capricorn,Aquarius,Ophiuchus,Sagittarius,6,3,Horse,729,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3275,Erika Remberg,https://en.wikipedia.org/wiki/Erika_Remberg,actors,1932,2,15,,,Medan,True,Aquarius,Aquarius,Taurus,Gemini,5,6,Monkey,7792,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3276,Ludwig Blochberger,https://en.wikipedia.org/wiki/Ludwig_Blochberger,actors,1982,12,3,,,East Berlin,True,Scorpio,Sagittarius,Gemini,Cancer,8,3,Dog,3943,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3277,Ursula Strauss,https://en.wikipedia.org/wiki/Ursula_Strauss,actors,1974,4,25,,,Melk,True,Aries,Taurus,Taurus,Gemini,5,7,Tiger,7661,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3278,Max Adalbert,https://en.wikipedia.org/wiki/Max_Adalbert,actors,1874,12,19,,,Gdańsk,True,Sagittarius,Sagittarius,Aries,Taurus,33/6,1,Dog,791,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3279,Doris Kunstmann,https://en.wikipedia.org/wiki/Doris_Kunstmann,actors,1941,10,22,,,Hamburg,True,Virgo,Libra,Libra,Scorpio,2,4,Snake,7109,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3280,Adrian Hoven,https://en.wikipedia.org/wiki/Adrian_Hoven,actors,1922,5,18,,,Wöllersdorf-Steinabrückl,True,Taurus,Taurus,Capricorn,Aquarius,1,9,Dog,5235,2025-12-10 21:07:09,2025-12-10 23:07:22,Yes,No,No
3281,Carl Möhner,https://en.wikipedia.org/wiki/Carl_Möhner,actors,1921,8,11,,,Vienna,True,Leo,Leo,Libra,Scorpio,5,2,Rooster,11782,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3282,Barbara Rudnik,https://en.wikipedia.org/wiki/Barbara_Rudnik,actors,1958,7,27,,,Kirchen,True,Cancer,Leo,Ophiuchus,Sagittarius,3,9,Dog,4093,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3283,Roger Aaron Brown,https://en.wikipedia.org/wiki/Roger_Aaron_Brown,actors,1949,6,12,,,"Washington, D.C.",True,Taurus,Gemini,Sagittarius,Capricorn,5,3,Ox,26289,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3284,Silvana Gallardo,https://en.wikipedia.org/wiki/Silvana_Gallardo,actors,1953,1,13,,,New York City,True,Sagittarius,Capricorn,Ophiuchus,Sagittarius,5,4,Dragon,69481,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3285,Piotr Fronczewski,https://en.wikipedia.org/wiki/Piotr_Fronczewski,actors,1946,6,8,,,Łódź,True,Taurus,Gemini,Virgo,Libra,7,8,Dog,8042,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3286,Arnold Ridley,https://en.wikipedia.org/wiki/Arnold_Ridley,actors,1896,1,7,,,Bath,True,Sagittarius,Capricorn,Virgo,Libra,5,7,Goat,169299,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3287,Dalia Hernández,https://en.wikipedia.org/wiki/Dalia_Hernández,actors,1985,8,14,,,Veracruz,True,Leo,Leo,Cancer,Cancer,9,5,Ox,108655,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3288,Sky du Mont,https://en.wikipedia.org/wiki/Sky_du_Mont,actors,1947,5,20,,,Buenos Aires,True,Taurus,Taurus,Taurus,Taurus,1,2,Pig,46374,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3289,Robert Gernhardt,https://en.wikipedia.org/wiki/Robert_Gernhardt,actors,1937,12,13,,,Tallinn,True,Ophiuchus,Sagittarius,Pisces,Aries,9,4,Ox,1508,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3290,Peter Kremer,https://en.wikipedia.org/wiki/Peter_Kremer,actors,1958,2,18,,,Brilon,True,Aquarius,Aquarius,Aquarius,Aquarius,7,9,Dog,1554,2025-12-10 21:07:09,2025-12-10 23:07:25,Yes,No,No
3291,Udo Samel,https://en.wikipedia.org/wiki/Udo_Samel,actors,1953,6,25,,,Trier,True,Gemini,Cancer,Scorpio,Sagittarius,4,7,Snake,8379,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3292,Benjamin Sadler,https://en.wikipedia.org/wiki/Benjamin_Sadler,actors,1971,2,12,,,Toronto,True,Capricorn,Aquarius,Leo,Virgo,5,3,Pig,9326,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3293,Michael Ande,https://en.wikipedia.org/wiki/Michael_Ande,actors,1944,10,5,,,Bad Wiessee,True,Virgo,Libra,Taurus,Taurus,6,5,Monkey,4348,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3294,Marius Goring,https://en.wikipedia.org/wiki/Marius_Goring,actors,1912,5,23,,,Newport,True,Taurus,Gemini,Leo,Virgo,5,5,Rat,58089,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3295,Jeremy Miller,https://en.wikipedia.org/wiki/Jeremy_Miller,actors,1976,10,21,,,Covina,True,Virgo,Libra,Virgo,Libra,9,3,Dragon,107024,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3296,Ray Barrett,https://en.wikipedia.org/wiki/Ray_Barrett,actors,1927,5,2,,,Brisbane,True,Aries,Taurus,Taurus,Taurus,8,2,Rabbit,29827,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3297,Neile Adams,https://en.wikipedia.org/wiki/Neile_Adams,actors,1932,7,10,,,Manila,True,Gemini,Cancer,Virgo,Libra,5,1,Monkey,338596,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3298,Willy Millowitsch,https://en.wikipedia.org/wiki/Willy_Millowitsch,actors,1909,1,8,,,Cologne,True,Sagittarius,Capricorn,Cancer,Leo,1,8,Monkey,6082,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3299,Maria Kulle,https://en.wikipedia.org/wiki/Maria_Kulle,actors,1960,4,26,,,Konga,True,Aries,Taurus,Aries,Taurus,1,8,Rat,3388,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3300,Gustl Bayrhammer,https://en.wikipedia.org/wiki/Gustl_Bayrhammer,actors,1922,2,12,,,Munich,True,Capricorn,Aquarius,Leo,Leo,1,3,Dog,5860,2025-12-10 21:07:09,2025-12-10 23:07:28,Yes,No,No
3301,E. H. Calvert,https://en.wikipedia.org/wiki/E._H._Calvert,actors,1863,6,27,,,Alexandria,True,Gemini,Cancer,Libra,Scorpio,33/6,9,Pig,2066,2025-12-10 21:07:09,2025-12-10 23:07:31,Yes,No,No
3302,Eric Stuart,https://en.wikipedia.org/wiki/Eric_Stuart,actors,1967,10,18,,,Brooklyn,True,Virgo,Libra,Pisces,Aries,33/6,9,Goat,76665,2025-12-10 21:07:09,2025-12-10 23:07:31,Yes,No,No
3303,Sabine Sinjen,https://en.wikipedia.org/wiki/Sabine_Sinjen,actors,1942,8,18,,,Itzehoe,True,Leo,Leo,Libra,Scorpio,33/6,9,Horse,2857,2025-12-10 21:07:09,2025-12-10 23:07:31,Yes,No,No
3304,Sven Martinek,https://en.wikipedia.org/wiki/Sven_Martinek,actors,1964,2,18,,,Magdeburg,True,Aquarius,Aquarius,Aries,Taurus,4,9,Dragon,7638,2025-12-10 21:07:09,2025-12-10 23:07:31,Yes,No,No
3305,Elisabeth Flickenschildt,https://en.wikipedia.org/wiki/Elisabeth_Flickenschildt,actors,1905,3,16,,,Blankenese,True,Pisces,Pisces,Gemini,Cancer,7,7,Snake,2178,2025-12-10 21:07:23,2025-12-10 23:07:31,Yes,No,No
3306,Otto Wallburg,https://en.wikipedia.org/wiki/Otto_Wallburg,actors,1889,2,21,,,Berlin,True,Aquarius,Pisces,Libra,Scorpio,4,3,Ox,1836,2025-12-10 21:07:23,2025-12-10 23:07:31,Yes,No,No
3307,Oskar Sima,https://en.wikipedia.org/wiki/Oskar_Sima,actors,1896,7,31,,,Hohenau an der March,True,Cancer,Leo,Pisces,Aries,8,4,Monkey,1122,2025-12-10 21:07:23,2025-12-10 23:07:31,Yes,No,No
3308,Paul Morgan,https://en.wikipedia.org/wiki/Paul_Morgan,actors,1886,10,1,,,Vienna,True,Virgo,Libra,Libra,Scorpio,7,1,Dog,1034,2025-12-10 21:07:23,2025-12-10 23:07:31,Yes,No,No
3309,Hans Heinrich von Twardowski,https://en.wikipedia.org/wiki/Hans_Heinrich_von_Twardowski,actors,1898,5,5,,,Szczecin,True,Aries,Taurus,Virgo,Scorpio,9,5,Dog,12404,2025-12-10 21:07:23,2025-12-10 23:07:31,Yes,No,No
3310,Siegfried Breuer,https://en.wikipedia.org/wiki/Siegfried_Breuer,actors,1906,6,24,,,Vienna,True,Gemini,Cancer,Cancer,Leo,1,6,Horse,3962,2025-12-10 21:07:23,2025-12-10 23:07:31,Yes,No,No
3311,Magnus Stifter,https://en.wikipedia.org/wiki/Magnus_Stifter,actors,1878,1,23,,,Vienna,True,Capricorn,Aquarius,Virgo,Libra,3,5,Ox,493,2025-12-10 21:07:23,2025-12-10 23:07:34,Yes,No,No
3312,Candye Kane,https://en.wikipedia.org/wiki/Candye_Kane,actors,1961,11,13,,,Ventura,True,Libra,Scorpio,Sagittarius,Capricorn,5,4,Ox,31096,2025-12-10 21:07:23,2025-12-10 23:07:34,Yes,No,No
3313,Friedrich Feher,https://en.wikipedia.org/wiki/Friedrich_Feher,actors,1889,3,16,,,Vienna,True,Pisces,Pisces,Leo,Virgo,9,7,Ox,6380,2025-12-10 21:07:23,2025-12-10 23:07:34,Yes,No,No
